,Author,Quotes,Likes,Tags
90,Martin Luther King Jr.,"“If you can't fly then run, if you can't run then walk, if you can't walk then crawl, but whatever you do you have to keep moving forward.”",6874,['inspirational']
91,maya angelou,“I love to see a young girl go out and grab the world by the lapels. Life's a bitch. You've got to go out and kick ass.”,6734,"['humor', 'inspirational', 'life']"
92,Roy T. Bennett,“Be mindful. Be grateful. Be positive. Be true. Be kind.”,6716,"['gratitude', 'inspiration', 'inspirational', 'inspirational-quotes', 'kindness', 'life', 'life-and-living', 'life-quotes', 'living-life', 'mindful', 'mindfulness', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'truth']"
93,Oprah Winfrey,“Turn your wounds into wisdom.”,6706,"['experience', 'inspirational', 'pain', 'wisdom', 'wounds']"
94,Roy T. Bennett,"“Accept yourself, love yourself, and keep moving forward. If you want to fly, you have to give up what weighs you down.”",6624,"['accept-yourself', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'keep-moving-forward', 'letting-go', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'love-yourself', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
95,Arthur Conan Doyle,"“When you have eliminated all which is impossible, then whatever remains, however improbable, must be the truth.”",6608,['inspirational']
96,George Orwell,“War is peace.,6497,"['freedom', 'ignorance', 'inspirational', 'war']"
97,Roy T. Bennett,"“Life is too short to waste your time on people who don’t respect, appreciate, and value you.”",6485,"['appreciate', 'inspiration', 'inspirational', 'inspirational-attitude']"
98,Mahatma Gandhi,“Prayer is not asking. It is a longing of the soul. It is daily admission of one's weakness. It is better in prayer to have a heart without words than words without a heart.”,6235,"['god', 'heart', 'humanity', 'inspirational', 'prayer', 'religion', 'souls', 'weakness']"
99,Roy T. Bennett,“Live the Life of Your Dreams: Be brave enough to live the life of your dreams according to your vision and purpose instead of the expectations and opinions of others.”,6132,"['brave', 'courage', 'dreams', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'purpose', 'vision']"
100,Dale Carnegie,“It isn't what you have or who you are or where you are or what you are doing that makes you happy or unhappy. It is what you think about it.”,6105,"['attitude', 'contentment', 'happiness', 'inspirational', 'life']"
101,Roy T. Bennett,"“Believe in yourself. You are braver than you think, more talented than you know, and capable of more than you imagine.”",6081,"['achievement', 'believe-in-yourself', 'brave', 'courage', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'talent']"
102,Suzanne Collins,"“What I need is the dandelion in the spring. The bright yellow that means rebirth instead of destruction. The promise that life can go on, no matter how bad our losses. That it can be good again.”",6071,"['inspirational', 'love']"
103,Maya Angelou,"“I don't trust people who don't love themselves and tell me, 'I love you.' ... There is an African saying which is: Be careful when a naked person offers you a shirt.”",6043,"['1997', 'annie-clark-tanner-lecture', 'inspirational', 'love', 'trust']"
104,Eleanor Roosevelt,“The future belongs to those who believe in the beauty of their dreams.”,5978,"['dreams', 'future', 'inspirational', 'misattributed-eleanor-roosevelt']"
105,Paul McCartney,"“And, in the end",5944,"['beatles', 'inspirational', 'live', 'love', 'music']"
106,Agatha Christie,"“I like living. I have sometimes been wildly, despairingly, acutely miserable, racked with sorrow; but through it all I still know quite certainly that just to be alive is a grand thing.”",5876,['inspirational']
107,Mark Twain,"“I do not fear death. I had been dead for billions and billions of years before I was born, and had not suffered the slightest inconvenience from it.”",5840,"['death', 'inspirational']"
108,Roy T. Bennett,"“Don't let the expectations and opinions of other people affect your decisions. It's your life, not theirs. Do what matters most to you; do what makes you feel alive and happy. Don't let the expectations and ideas of others limit who you are. If you let others tell you who you are, you are living their reality — not yours. There is more to life than pleasing people. There is much more to life than following others' prescribed path. There is so much more to life than what you experience right now. You need to decide who you are for yourself. Become a whole being. Adventure.”",5768,"['action', 'adventure', 'authentic-living', 'authentic-self', 'authenticity', 'confidence', 'experience', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'who-you-are', 'whole-being']"
109,Mother Teresa,"“I am not sure exactly what heaven will be like, but I know that when we die and it comes time for God to judge us, He will not ask, 'How many good things have you done in your life?' rather He will ask, 'How much love did you put into what you did?”",5766,"['inspirational', 'love']"
110,Roy T. Bennett,"“It’s only after you’ve stepped outside your comfort zone that you begin to change, grow, and transform.”",5726,"['change', 'focus', 'grow', 'growth', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leaders', 'leadership', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'stay-focused', 'step-out-of-comfort-zone', 'transform']"
111,Andrew  Boyd,"“We’re all seeking that special person who is right for us. But if you’ve been through enough relationships, you begin to suspect there’s no right person, just different flavors of wrong. Why is this? Because you yourself are wrong in some way, and you seek out partners who are wrong in some complementary way. But it takes a lot of living to grow fully into your own wrongness. And it isn’t until you finally run up against your deepest demons, your unsolvable problems—the ones that make you truly who you are—that we’re ready to find a lifelong mate. Only then do you finally know what you’re looking for. You’re looking for the wrong person. But not just any wrong person: it's got to be the right wrong person—someone you lovingly gaze upon and think, “This is the problem I want to have.”",5696,"['being-loved', 'completion', 'inspirational', 'love', 'relationships']"
112,Roy T. Bennett,“Don't Just,5641,"['act', 'action', 'change', 'criticize', 'doing', 'dream', 'dreams', 'encouragement', 'experience', 'feeling', 'giving', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quote', 'inspirational-quotes', 'inspire', 'inspiring', 'learning', 'life', 'life-and-living', 'life-lessons', 'life-philosophy', 'life-quotes', 'listening', 'living', 'optimism', 'optimistic', 'ponder', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'thinking', 'transform']"
113,Roy T. Bennett,"“More smiling, less worrying. More compassion, less judgment. More blessed, less stressed. More love, less hate.”",5603,"['authentic-living', 'being-positive', 'blessed', 'compassion', 'hate', 'inspiration', 'inspirational', 'inspirational-quotes', 'judgment', 'less-more', 'life', 'life-purpose', 'life-quotes', 'living', 'love', 'mind', 'motivation', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'smile', 'smiles', 'spirituality', 'stress', 'stressed', 'worry', 'worrying']"
114,Robert Louis Stevenson,“Don't judge each day by the harvest you reap but by the seeds that you plant.”,5552,"['day', 'inspirational', 'judge', 'plant', 'reap', 'seed', 'seeds', 'sow']"
115,Martin Luther King Jr.,"“But I know, somehow, that only when it is dark enough can you see the stars.”",5537,"['hope', 'inspirational']"
116,Lao Tzu,"“Simplicity, patience, compassion.",5506,"['inspirational', 'life', 'philosophy']"
117,Roy T. Bennett,"“The past is a place of reference, not a place of residence; the past is a place of learning, not a place of living.”",5450,"['inspirational', 'life-and-living', 'life-lessons']"
118,Bob Marley,“None but ourselves can free our minds.”,5376,"['bob-marley', 'inspirational', 'music', 'reggae']"
119,Roy T. Bennett,"“Do what is right, not what is easy nor what is popular.”",5217,"['inspirational', 'integrity', 'motivational', 'what-is-right']"
120,Roy T. Bennett,"“Don’t waste your time in anger, regrets, worries, and grudges. Life is too short to be unhappy.”",5910,"['anger', 'grudge', 'happiness', 'happy', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'regret', 'time', 'worry']"
121,Roy T. Bennett,"“Even if you cannot change all the people around you, you can change the people you choose to be around. Life is too short to waste your time on people who don’t respect, appreciate, and value you. Spend your life with people who make you smile, laugh, and feel loved.”",5535,"['appreciate', 'change', 'happiness', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'laugh', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'love', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'relationship', 'respect', 'smile', 'value']"
122,Roy T. Bennett,"“You cannot control the behavior of others, but you can always choose how you respond to it.”",5520,"['choices', 'choose', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
123,Steve Maraboli,"“The truth is, unless you let go, unless you forgive yourself, unless you forgive the situation, unless you realize that the situation is over, you cannot move forward.”",5231,"['forgiveness', 'inspirational', 'letting-go', 'life', 'motivational', 'moving-forward', 'truth']"
124,Rabindranath Tagore,"“Clouds come floating into my life, no longer to carry rain or usher storm, but to add color to my sunset sky.”",5210,"['aspiration', 'assurance', 'beauty', 'clouds', 'color', 'conviction', 'inspirational', 'maturity', 'sunset']"
125,Albert Schweitzer,"“Sometimes our light goes out, but is blown again into instant flame by an encounter with another human being.”",5196,"['inspirational', 'life', 'spiritual', 'uplifting']"
126,Roy T. Bennett,"“If you want to be happy, do not dwell in the past, do not worry about the future, focus on living fully in the present.”",5188,"['focus', 'future', 'happiness', 'happy', 'inspiration', 'inspirational', 'inspirational-quotes', 'letting-go-of-the-past', 'life', 'life-and-living', 'life-quotes', 'live', 'living', 'living-in-the-present', 'living-life', 'living-life-to-the-fullest', 'living-now', 'worry']"
127,Roy T. Bennett,“Life becomes easier and more beautiful when we can see the good in other people.”,5168,"['goodness', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'kindness', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
128,A.A. Milne,"“People say nothing is impossible, but I do nothing every day.”",5146,"['humor', 'idleness', 'inspirational']"
129,Kalu Ndukwe Kalu,"“The things you do for yourself are gone when you are gone, but the things you do for others remain as your legacy.”",5041,"['hope', 'inspiration', 'inspirational', 'life', 'truth']"
130,Steve Maraboli,“Dare to Be,5039,"['compassion', 'dare-to-be', 'gratitude', 'inspirational', 'life', 'motivational', 'seize-the-day', 'smile', 'success']"
131,Leonardo da Vinci,"“A painter should begin every canvas with a wash of black, because all things in nature are dark except where exposed by the light.”",4934,"['art', 'inspirational']"
132,Max Lucado,“A woman's heart should be so hidden in God that a man has to seek Him just to find her.”,4896,"['inspirational', 'love']"
133,Roy T. Bennett,"“Success is not how high you have climbed, but how you make a positive difference to the world.”",4896,"['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leadership', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'success']"
134,Walt Disney,“It's kind of fun to do the impossible.”,4855,['inspirational']
135,Lance Armstrong Sally Jenkins,“Pain is temporary. Quitting lasts forever.”,4855,"['cancer', 'failure', 'inspiration', 'inspirational', 'pain', 'quitting']"
136,C. JoyBell C.,“Don't be afraid of your fears. They're not there to scare you. They're there to let you know that something is worth it.”,4794,"['belief', 'bravery', 'courage', 'fear', 'fears', 'inspirational', 'inspirational-life', 'inspirational-quotes', 'strength']"
137,Jim MORRISON,"“The most important kind of freedom is to be what you really are. You trade in your reality for a role. You trade in your sense for an act. You give up your ability to feel, and in exchange, put on a mask. There can't be any large-scale revolution until there's a personal revolution, on an individual level. It's got to happen inside first.”",4775,"['freedom', 'individuality', 'inspirational', 'mask', 'personality', 'revolution', 'truth']"
138,Roy T. Bennett,"“Pursue what catches your heart, not what catches your eyes.”",4747,"['gratitude', 'heart', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'thoughts']"
139,Taylor Swift,"“When I was a little girl I used to read fairy tales. In fairy tales you meet Prince Charming and he's everything you ever wanted. In fairy tales the bad guy is very easy to spot. The bad guy is always wearing a black cape so you always know who he is. Then you grow up and you realize that Prince Charming is not as easy to find as you thought. You realize the bad guy is not wearing a black cape and he's not easy to spot; he's really funny, and he makes you laugh, and he has perfect hair.”",4746,"['fairy-tales', 'inspirational', 'prince-charming', 'taylor-swift']"
140,Albert Einstein,“You never fail until you stop trying.”,4723,['inspirational']
141,Santosh Kalwar,"“I was smiling yesterday,I am smiling today and I will smile tomorrow.Simply because life is too short to cry for anything.”",4723,"['cry', 'inspirational', 'joke', 'love', 'romance', 'smile']"
142,St. Francis Of Assisi,“All the darkness in the world cannot extinguish the light of a single candle.”,4693,['inspirational']
143,C. JoyBell C.,"“If you want to forget something or someone, never hate it, or never hate him/her. Everything and everyone that you hate is engraved upon your heart; if you want to let go of something, if you want to forget, you cannot hate.”",4655,"['forgetting', 'hate', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'letting-go', 'life', 'life-and-living', 'living', 'strength']"
144,Louis L'Amour,"“Start writing, no matter what. The water does not flow until the faucet is turned on.”",4602,"['inspirational', 'writing']"
145,John F. Kennedy,"“The Chinese use two brush strokes to write the word 'crisis.' One brush stroke stands for danger; the other for opportunity. In a crisis, be aware of the danger--but recognize the opportunity.”",4555,"['chinese', 'crisis', 'danger', 'inspirational', 'opportunity']"
146,Antoine de Saint-Exupéry,“It is the time you have wasted for your rose that makes your rose so important.”,4547,"['caring', 'inspirational', 'love', 'roses', 'time']"
147,William Blake,“To see a World in a Grain of Sand,4523,"['inspirational', 'wonder']"
148,Cornelia Funke,"“Stories never really end...even if the books like to pretend they do. Stories always go on. They don't end on the last page, any more than they begin on the first page.”",4522,['inspirational']
149,Jonathan Safran Foer,“Why didn't I learn to treat everything like it was the last time. My greatest regret was how much I believed in the future.”,4520,"['future', 'inspirational', 'life']"
150,Roy T. Bennett,“Keep Going,4815,"['adversity', 'authentic-living', 'being-positive', 'faith', 'inspiration', 'inspirational', 'inspirational-quotes', 'life', 'life-and-living', 'life-quotes', 'motivation', 'never-give-up', 'optimism', 'optimistic', 'persistence', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
151,Alfred Lord Tennyson,“Hope,4634,"['happiness', 'hope', 'inspirational', 'new-year']"
152,Roy T. Bennett,"“Make improvements, not excuses. Seek respect, not attention.”",4592,"['excuse', 'improvement', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quote', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-philosophy', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'respect']"
153,Roy T. Bennett,“Learn to light a candle in the darkest moments of someone’s life. Be the light that helps others see; it is what gives life its deepest significance.”,4531,"['giving', 'goals', 'goals-in-life', 'inspiration', 'inspirational', 'inspirational-quotes', 'learn', 'learning', 'life', 'life-quotes', 'light', 'light-and-darkness', 'living-life', 'meaning', 'meaning-of-life', 'meaningful', 'meaningful-life', 'wisdom', 'wise']"
154,Dr. Seuss,“You're off to Great Places!,4441,['inspirational']
155,Pablo Neruda,"“Well, now",4424,"['forgetting', 'heartbreak', 'inspirational', 'living', 'love', 'moving-on']"
156,Roy T. Bennett,"“Treat everyone with politeness and kindness, not because they are nice, but because you are.”",4419,"['inspiration', 'inspirational', 'inspirational-quotes', 'kind', 'kindness', 'life', 'life-quotes', 'living-life']"
157,C. JoyBell C.,"“We have to allow ourselves to be loved by the people who really love us, the people who really matter. Too much of the time, we are blinded by our own pursuits of people to love us, people that don't even matter, while all that time we waste and the people who do love us have to stand on the sidewalk and watch us beg in the streets! It's time to put an end to this. It's time for us to let ourselves be loved.”",4415,"['growing', 'humanity', 'inspirational', 'inspirational-life', 'inspirational-love', 'inspirational-quotes', 'learning', 'life-and-living', 'life-lessons', 'love', 'people', 'real-love', 'reality', 'reality-of-life', 'those-who-love-us', 'to-be-loved', 'true-love', 'what-matters']"
158,Roy T. Bennett,“Start each day with a positive thought and a grateful heart.”,4410,"['gratitude', 'heart', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'thoughts']"
159,Roy T. Bennett,“Be grateful for what you already have while you pursue your goals.,4354,"['goal', 'goals', 'gratitude', 'happiness', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leadership', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
160,Roy T. Bennett,“Believe in Your Heart,4346,"['believe', 'heart', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'magic', 'miracles', 'optimism', 'optimistic', 'passion', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'purpose']"
161,H. Jackson Brown Jr.,"“Don't say you don't have enough time. You have exactly the same number of hours per day that were given to Helen Keller, Pasteur, Michelangelo, Mother Teresa, Leonardo da Vinci, Thomas Jefferson, and Albert Einstein.”",4322,"['inspirational', 'life']"
162,Leonardo da Vinci,"“Once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return.”",4299,"['flight', 'flying', 'inspirational']"
163,J. K. Rowling,"“The thing about growing up with Fred and George,"" said Ginny thoughtfully, ""is that you sort of start thinking anything's possible if you've got enough nerve.”",4284,"['ginny-weasley', 'inspirational']"
164,Rumi,"“Dance, when you're broken open. Dance, if you've torn the bandage off. Dance in the middle of the fighting. Dance in your blood. Dance when you're perfectly free.”",4264,"['dance', 'inspirational']"
165,Bob Marley,"“If she's amazing, she won't be easy. If she's easy, she won't be amazing. If she's worth it, you wont give up. If you give up, you're not worthy. ... Truth is, everybody is going to hurt you; you just gotta find the ones worth suffering for.”",4257,"['inspirational', 'love']"
166,Robert Marley,"“One love, one heart, one destiny.”",4255,"['bob-marley', 'compassion', 'destiny', 'heart', 'humanity', 'inspirational', 'love']"
